OBJECTID,SOURCE,VIL_UID,CENTER,CNTR_CODE,AFG_UID,POPULATION,LANGUAGE_,LANG_CODE,ELEVATION,LAT_Y,LON_X,MISTI_PROV,MISTI_DIST,VILLAGE_NA,DIST_CODE,DIST_NA_EN,DIST_NA_DA,PROV_NA_EN,PROV_NA_DA,PROV_CODE
396,CSO and AIMS Villages,JAG-099,NA,0,GZN-JAG-099,345,Dari,1,2683.500977,33.0873,67.33737,GZN,JAG,Sar Qoul (3),1113,Jaghuri,??????,Ghazni,????,11
397,CSO and AIMS Villages,JAG-100,NA,0,GZN-JAG-100,138,Dari,1,2864.030029,33.07074,67.59108,GZN,JAG,Sar Tala (1),1113,Jaghuri,??????,Ghazni,????,11
398,CSO and AIMS Villages,JAG-101,NA,0,GZN-JAG-101,181,Dari,1,3155.856934,33.1912,67.40082,GZN,JAG,Sar Tala (2),1113,Jaghuri,??????,Ghazni,????,11
399,CSO and AIMS Villages,JAG-102,NA,0,GZN-JAG-102,319,Dari,1,3020.710938,33.25222,67.67719,GZN,JAG,Sar Tala (3),1113,Jaghuri,??????,Ghazni,????,11
400,CSO and AIMS Villages,JAG-103,NA,0,GZN-JAG-103,575,Dari,1,2749.016113,33.02977,67.50497,GZN,JAG,Sar Tala (4),1113,Jaghuri,??????,Ghazni,????,11
401,CSO and AIMS Villages,JAG-104,NA,0,GZN-JAG-104,500,Dari,1,2547.352051,33.27812,67.46617,GZN,JAG,Sar Tala (5),1113,Jaghuri,??????,Ghazni,????,11
402,CSO and AIMS Villages,JAG-105,NA,0,GZN-JAG-105,141,Dari,1,2870.343018,33.0561,67.59328,GZN,JAG,Sarab,1113,Jaghuri,??????,Ghazni,????,11
403,CSO and AIMS Villages,JAG-106,NA,0,GZN-JAG-106,55,Dari,1,2915.645996,33.22279,67.30819,GZN,JAG,Seya Sang (1),1113,Jaghuri,??????,Ghazni,????,11
404,CSO and AIMS Villages,JAG-107,NA,0,GZN-JAG-107,63,Dari,1,2890.666016,33.26881,67.60394,GZN,JAG,Seya Sang (2),1113,Jaghuri,??????,Ghazni,????,11
405,CSO and AIMS Villages,JAG-108,NA,0,GZN-JAG-108,137,Dari,1,2544.335938,33.19679,67.48644,GZN,JAG,Seya Sang (3),1113,Jaghuri,??????,Ghazni,????,11
406,CSO and AIMS Villages,JAG-109,NA,0,GZN-JAG-109,757,Dari,1,2378.254883,32.94833,67.54524,GZN,JAG,Seya Sang (4),1113,Jaghuri,??????,Ghazni,????,11
407,CSO and AIMS Villages,JAG-110,NA,0,GZN-JAG-110,107,Dari,1,2386.845947,33.13716,67.45976,GZN,JAG,Seya Zamin (1),1113,Jaghuri,??????,Ghazni,????,11
408,CSO and AIMS Villages,JAG-111,NA,0,GZN-JAG-111,795,Dari,1,2764.043945,33.13515,67.35013,GZN,JAG,Seya Zamin (2),1113,Jaghuri,??????,Ghazni,????,11
409,CSO and AIMS Villages,JAG-112,NA,0,GZN-JAG-112,134,Dari,1,2929.940918,33.1174,67.2657,GZN,JAG,Shah Jowi (1),1113,Jaghuri,??????,Ghazni,????,11
410,CSO and AIMS Villages,JAG-113,NA,0,GZN-JAG-113,339,Dari,1,3069.696045,33.15161,67.27789,GZN,JAG,Shah Jowi (2),1113,Jaghuri,??????,Ghazni,????,11
411,CSO and AIMS Villages,JAG-114,NA,0,GZN-JAG-114,148,Dari,1,3221.273926,33.19245,67.2825,GZN,JAG,Shato (1),1113,Jaghuri,??????,Ghazni,????,11
412,CSO and AIMS Villages,JAG-115,NA,0,GZN-JAG-115,407,Dari,1,2813.501953,33.33877,67.5656,GZN,JAG,Shato (2),1113,Jaghuri,??????,Ghazni,????,11
413,CSO and AIMS Villages,JAG-116,NA,0,GZN-JAG-116,204,Dari,1,3017.032959,33.14279,67.2888,GZN,JAG,Shena (1),1113,Jaghuri,??????,Ghazni,????,11
414,CSO and AIMS Villages,JAG-117,NA,0,GZN-JAG-117,262,Dari,1,2618.680908,33.08077,67.49495,GZN,JAG,Shena (2),1113,Jaghuri,??????,Ghazni,????,11
415,CSO and AIMS Villages,JAG-118,NA,0,GZN-JAG-118,295,Dari,1,2719.592041,33.19944,67.46345,GZN,JAG,Tabar Ghank (1),1113,Jaghuri,??????,Ghazni,????,11
416,CSO and AIMS Villages,JAG-119,NA,0,GZN-JAG-119,286,Dari,1,2422.976074,33.19409,67.50705,GZN,JAG,Tabar Ghank (2),1113,Jaghuri,??????,Ghazni,????,11
417,CSO and AIMS Villages,JAG-120,NA,0,GZN-JAG-120,220,Dari,1,2917.136963,33.09879,67.26144,GZN,JAG,Tom Qoul (1),1113,Jaghuri,??????,Ghazni,????,11
418,CSO and AIMS Villages,JAG-121,NA,0,GZN-JAG-121,541,Dari,1,2973.836914,33.26584,67.61945,GZN,JAG,Tom Qoul (20,1113,Jaghuri,??????,Ghazni,????,11
419,CSO and AIMS Villages,JAG-122,NA,0,GZN-JAG-122,60,Dari,1,2800.695068,33.07015,67.529,GZN,JAG,Wakil Khail (1),1113,Jaghuri,??????,Ghazni,????,11
420,CSO and AIMS Villages,JAG-123,NA,0,GZN-JAG-123,410,Dari,1,2538.443115,33.17687,67.54757,GZN,JAG,Wakil Khail (2),1113,Jaghuri,??????,Ghazni,????,11
421,CSO and AIMS Villages,JAG-124,NA,0,GZN-JAG-124,691,Dari,1,2608.884033,33.01733,67.60179,GZN,JAG,Wakil Khail (3),1113,Jaghuri,??????,Ghazni,????,11
422,CSO and AIMS Villages,JAG-125,NA,0,GZN-JAG-125,233,Dari,1,2673.336914,33.19863,67.47182,GZN,JAG,Waliyad,1113,Jaghuri,??????,Ghazni,????,11
423,Yale POP_MASTER,JAG-126,NA,0,GZN-JAG-126,634,Dari,1,2390.975098,33.0894,67.4422,GZN,JAG,Ab Borda,1113,Jaghuri,??????,Ghazni,????,11
424,Yale POP_MASTER,JAG-127,NA,0,GZN-JAG-127,660,Dari,1,2337.63501,33.0975,67.4163,GZN,JAG,Ab Gho,1113,Jaghuri,??????,Ghazni,????,11
425,Yale POP_MASTER,JAG-128,NA,0,GZN-JAG-128,168,Dari,1,2872.562012,33.3384,67.5811,GZN,JAG,Ab Qoulak,1113,Jaghuri,??????,Ghazni,????,11
426,Yale POP_MASTER,JAG-129,NA,0,GZN-JAG-129,78,Dari,1,2872.504883,33.0071,67.5047,GZN,JAG,Abdul Metar,1113,Jaghuri,??????,Ghazni,????,11
427,Yale POP_MASTER,JAG-130,NA,0,GZN-JAG-130,883,Dari,1,2773.797119,33.1244,67.3392,GZN,JAG,Abro Shan,1113,Jaghuri,??????,Ghazni,????,11
428,Yale POP_MASTER,JAG-131,NA,0,GZN-JAG-131,157,Dari,1,2766.577881,33.2067,67.5884,GZN,JAG,Aghail Giro,1113,Jaghuri,??????,Ghazni,????,11
429,Yale POP_MASTER,JAG-132,NA,0,GZN-JAG-132,260,Dari,1,3153.316895,33.2447,67.2628,GZN,JAG,Aghel Bala,1113,Jaghuri,??????,Ghazni,????,11
430,Yale POP_MASTER,JAG-133,NA,0,GZN-JAG-133,290,Dari,1,2404.045898,32.9305,67.5237,GZN,JAG,Aghel Kaka,1113,Jaghuri,??????,Ghazni,????,11
431,Yale POP_MASTER,JAG-134,NA,0,GZN-JAG-134,236,Dari,1,2424.23291,32.9324,67.5185,GZN,JAG,Aghel Mullah,1113,Jaghuri,??????,Ghazni,????,11
432,Yale POP_MASTER,JAG-135,NA,0,GZN-JAG-135,244,Dari,1,2785.210938,33.2264,67.4561,GZN,JAG,Aghil Mullah,1113,Jaghuri,??????,Ghazni,????,11
433,Yale POP_MASTER,JAG-136,NA,0,GZN-JAG-136,229,Dari,1,2721.185059,33.0975,67.2836,GZN,JAG,Ahan Gashta,1113,Jaghuri,??????,Ghazni,????,11
434,Yale POP_MASTER,JAG-137,NA,0,GZN-JAG-137,244,Dari,1,2861.228027,33.2619,67.5963,GZN,JAG,Akhound Khail,1113,Jaghuri,??????,Ghazni,????,11
435,Yale POP_MASTER,JAG-138,NA,0,GZN-JAG-138,109,Dari,1,2402.913086,33.1482,67.5054,GZN,JAG,Algak,1113,Jaghuri,??????,Ghazni,????,11
436,Yale POP_MASTER,JAG-139,NA,0,GZN-JAG-139,238,Dari,1,2656.724121,33.0333,67.6245,GZN,JAG,Alghawi,1113,Jaghuri,??????,Ghazni,????,11
437,Yale POP_MASTER,JAG-140,NA,0,GZN-JAG-140,713,Dari,1,2342.058105,32.9268,67.547,GZN,JAG,Alghazar,1113,Jaghuri,??????,Ghazni,????,11
438,Yale POP_MASTER,JAG-141,NA,0,GZN-JAG-141,96,Dari,1,2489.780029,33.152,67.5534,GZN,JAG,Algho,1113,Jaghuri,??????,Ghazni,????,11
439,Yale POP_MASTER,JAG-143,NA,0,GZN-JAG-143,402,Dari,1,2547.565918,33.0522,67.4505,GZN,JAG,Ambalaq,1113,Jaghuri,??????,Ghazni,????,11
440,Yale POP_MASTER,JAG-144,NA,0,GZN-JAG-144,245,Dari,1,2795.050049,33.0381,67.206,GZN,JAG,Andi,1113,Jaghuri,??????,Ghazni,????,11
441,Yale POP_MASTER,JAG-145,NA,0,GZN-JAG-145,1151,Dari,1,2410.231934,32.967,67.5463,GZN,JAG,Angori,1113,Jaghuri,??????,Ghazni,????,11
442,Yale POP_MASTER,JAG-146,NA,0,GZN-JAG-146,244,Dari,1,2870.48291,33.3396,67.59,GZN,JAG,Asali,1113,Jaghuri,??????,Ghazni,????,11
443,Yale POP_MASTER,JAG-147,NA,0,GZN-JAG-147,761,Dari,1,2644.187988,33.0136,67.569,GZN,JAG,Ashka,1113,Jaghuri,??????,Ghazni,????,11
444,Yale POP_MASTER,JAG-148,NA,0,GZN-JAG-148,229,Dari,1,3056.034912,33.1927,67.423,GZN,JAG,Ashkar,1113,Jaghuri,??????,Ghazni,????,11
445,Yale POP_MASTER,JAG-149,NA,0,GZN-JAG-149,157,Dari,1,2807.531982,33.1027,67.2718,GZN,JAG,Asiyab Khana,1113,Jaghuri,??????,Ghazni,????,11
446,Yale POP_MASTER,JAG-150,NA,0,GZN-JAG-150,350,Dari,1,2748.170898,33.1762,67.6692,GZN,JAG,Asiyab Khurdi,1113,Jaghuri,??????,Ghazni,????,11
447,Yale POP_MASTER,JAG-151,NA,0,GZN-JAG-151,110,Dari,1,2816.532959,33.2002,67.452,GZN,JAG,Askari,1113,Jaghuri,??????,Ghazni,????,11
448,Yale POP_MASTER,JAG-152,NA,0,GZN-JAG-152,288,Dari,1,2287.846924,33.0923,67.4177,GZN,JAG,Asp Khowja,1113,Jaghuri,??????,Ghazni,????,11
449,Yale POP_MASTER,JAG-153,NA,0,GZN-JAG-153,207,Dari,1,2971.165039,33.2843,67.6112,GZN,JAG,Awlzar,1113,Jaghuri,??????,Ghazni,????,11
450,Yale POP_MASTER,JAG-154,NA,0,GZN-JAG-154,498,Dari,1,2744.800049,33.3122,67.5106,GZN,JAG,Aynak,1113,Jaghuri,??????,Ghazni,????,11
451,Yale POP_MASTER,JAG-155,NA,0,GZN-JAG-155,27,Dari,1,2902.259033,33.2308,67.7109,GZN,JAG,Aziz,1113,Jaghuri,??????,Ghazni,????,11
452,Yale POP_MASTER,JAG-156,NA,0,GZN-JAG-156,162,Dari,1,2431.518066,33.1425,67.5396,GZN,JAG,Baba Qoul,1113,Jaghuri,??????,Ghazni,????,11
584,CSO and AIMS Villages,JAG-019,NA,0,GZN-JAG-019,184,Dari,1,2807.294922,33.15568,67.47183,GZN,JAG,Baidak (2),1113,Jaghuri,??????,Ghazni,????,11
585,CSO and AIMS Villages,JAG-020,NA,0,GZN-JAG-020,219,Dari,1,2543.855957,33.22999,67.36787,GZN,JAG,Baraiki,1113,Jaghuri,??????,Ghazni,????,11
586,CSO and AIMS Villages,JAG-021,NA,0,GZN-JAG-021,210,Dari,1,2789.178955,33.22759,67.36366,GZN,JAG,Boland Dahi (1),1113,Jaghuri,??????,Ghazni,????,11
587,CSO and AIMS Villages,JAG-022,NA,0,GZN-JAG-022,443,Dari,1,2583.991943,33.04594,67.6335,GZN,JAG,Boland Dahi (2),1113,Jaghuri,??????,Ghazni,????,11
588,CSO and AIMS Villages,JAG-023,NA,0,GZN-JAG-023,83,Dari,1,2494.555908,33.09958,67.39022,GZN,JAG,Cha Ka,1113,Jaghuri,??????,Ghazni,????,11
589,CSO and AIMS Villages,JAG-024,NA,0,GZN-JAG-024,53,Dari,1,2486.464111,32.99303,67.28933,GZN,JAG,Chaka (2),1113,Jaghuri,??????,Ghazni,????,11
590,CSO and AIMS Villages,JAG-025,NA,0,GZN-JAG-025,111,Dari,1,2978.434082,33.04912,67.51436,GZN,JAG,Chaka (3),1113,Jaghuri,??????,Ghazni,????,11
591,CSO and AIMS Villages,JAG-026,NA,0,GZN-JAG-026,142,Dari,1,2858.583984,33.13125,67.32624,GZN,JAG,Chaka (4),1113,Jaghuri,??????,Ghazni,????,11
592,CSO and AIMS Villages,JAG-027,NA,0,GZN-JAG-027,150,Dari,1,2604.480957,33.20505,67.47932,GZN,JAG,Chaka (5),1113,Jaghuri,??????,Ghazni,????,11
593,CSO and AIMS Villages,JAG-028,NA,0,GZN-JAG-028,219,Dari,1,3000.621094,33.03094,67.26493,GZN,JAG,Chal (1),1113,Jaghuri,??????,Ghazni,????,11
594,CSO and AIMS Villages,JAG-029,NA,0,GZN-JAG-029,623,Dari,1,2541.069092,33.14949,67.39822,GZN,JAG,Chal (2),1113,Jaghuri,??????,Ghazni,????,11
595,CSO and AIMS Villages,JAG-057,NA,0,GZN-JAG-057,1096,Dari,1,2762.300049,33.07519,67.40375,GZN,JAG,Kata Sang (3),1113,Jaghuri,??????,Ghazni,????,11
596,CSO and AIMS Villages,JAG-058,NA,0,GZN-JAG-058,140,Dari,1,2821.020996,33.02893,67.48995,GZN,JAG,Khosha,1113,Jaghuri,??????,Ghazni,????,11
597,CSO and AIMS Villages,JAG-059,NA,0,GZN-JAG-059,154,Dari,1,3011.75708,33.25732,67.6565,GZN,JAG,Kohna Dahi,1113,Jaghuri,??????,Ghazni,????,11
598,CSO and AIMS Villages,JAG-060,NA,0,GZN-JAG-060,331,Dari,1,2902.480957,32.94277,67.49482,GZN,JAG,Kohna Dahi (1),1113,Jaghuri,??????,Ghazni,????,11
599,CSO and AIMS Villages,JAG-061,NA,0,GZN-JAG-061,230,Dari,1,2847.77002,33.09995,67.61613,GZN,JAG,Kohna Dahi (2),1113,Jaghuri,??????,Ghazni,????,11
600,CSO and AIMS Villages,JAG-062,NA,0,GZN-JAG-062,574,Dari,1,2401.291992,33.00365,67.58828,GZN,JAG,Kohna Dahi (3),1113,Jaghuri,??????,Ghazni,????,11
601,CSO and AIMS Villages,JAG-063,NA,0,GZN-JAG-063,239,Dari,1,3042.930908,33.02566,67.43944,GZN,JAG,Kosha (1),1113,Jaghuri,??????,Ghazni,????,11
602,CSO and AIMS Villages,JAG-064,NA,0,GZN-JAG-064,227,Dari,1,2445.49707,33.23494,67.37593,GZN,JAG,Kosha (2),1113,Jaghuri,??????,Ghazni,????,11
603,CSO and AIMS Villages,JAG-065,NA,0,GZN-JAG-065,207,Dari,1,484.4533081,33.32959,67.5491,GZN,JAG,Kosha (3),1113,Jaghuri,??????,Ghazni,????,11
604,CSO and AIMS Villages,JAG-066,NA,0,GZN-JAG-066,462,Dari,1,484.1523132,33.12186,67.45229,GZN,JAG,Kosha (4),1113,Jaghuri,??????,Ghazni,????,11
605,CSO and AIMS Villages,JAG-067,NA,0,GZN-JAG-067,324,Dari,1,487.5649109,32.94433,67.53591,GZN,JAG,Mullah Khail,1113,Jaghuri,??????,Ghazni,????,11
606,CSO and AIMS Villages,JAG-068,NA,0,GZN-JAG-068,43,Dari,1,486.7633972,33.12818,67.48199,GZN,JAG,Mullah Now Roz,1113,Jaghuri,??????,Ghazni,????,11
607,CSO and AIMS Villages,JAG-069,NA,0,GZN-JAG-069,180,Dari,1,483.0859985,33.07422,67.51076,GZN,JAG,Mullah Yow,1113,Jaghuri,??????,Ghazni,????,11
608,CSO and AIMS Villages,JAG-070,NA,0,GZN-JAG-070,137,Dari,1,488.7210083,33.09708,67.35139,GZN,JAG,Nai Qoul (1),1113,Jaghuri,??????,Ghazni,????,11
609,CSO and AIMS Villages,JAG-071,NA,0,GZN-JAG-071,350,Dari,1,492.1203003,33.02968,67.53426,GZN,JAG,Nai Qoul (2),1113,Jaghuri,??????,Ghazni,????,11
610,CSO and AIMS Villages,JAG-072,NA,0,GZN-JAG-072,77,Dari,1,484.2878113,33.22963,67.43835,GZN,JAG,Noorak (1),1113,Jaghuri,??????,Ghazni,????,11
611,CSO and AIMS Villages,JAG-073,NA,0,GZN-JAG-073,367,Dari,1,487.1711121,33.11837,67.27923,GZN,JAG,Noorak (2),1113,Jaghuri,??????,Ghazni,????,11
612,CSO and AIMS Villages,JAG-074,NA,0,GZN-JAG-074,130,Dari,1,490.2416077,33.22253,67.35606,GZN,JAG,Now Dahi (1),1113,Jaghuri,??????,Ghazni,????,11
613,CSO and AIMS Villages,JAG-075,NA,0,GZN-JAG-075,245,Dari,1,483.3143921,33.13409,67.452,GZN,JAG,Now Dahi (2),1113,Jaghuri,??????,Ghazni,????,11
614,CSO and AIMS Villages,JAG-076,NA,0,GZN-JAG-076,214,Dari,1,487.6809998,33.25771,67.66203,GZN,JAG,Now Dahi (3),1113,Jaghuri,??????,Ghazni,????,11
615,CSO and AIMS Villages,JAG-077,NA,0,GZN-JAG-077,599,Dari,1,485.5969849,32.93615,67.51417,GZN,JAG,Now Dahi (4),1113,Jaghuri,??????,Ghazni,????,11
629,CSO and AIMS Villages,JAG-078,NA,0,GZN-JAG-078,562,Dari,1,2603.698975,33.01808,67.61363,GZN,JAG,Now Dahi (5),1113,Jaghuri,??????,Ghazni,????,11
630,CSO and AIMS Villages,JAG-079,NA,0,GZN-JAG-079,595,Dari,1,2670.01709,33.04071,67.63867,GZN,JAG,Now Dahi (6),1113,Jaghuri,??????,Ghazni,????,11
631,CSO and AIMS Villages,JAG-080,NA,0,GZN-JAG-080,660,Dari,1,2469.108887,32.98258,67.56424,GZN,JAG,Now Dahi (7),1113,Jaghuri,??????,Ghazni,????,11
632,CSO and AIMS Villages,JAG-081,NA,0,GZN-JAG-081,189,Dari,1,2733.924072,33.23369,67.36848,GZN,JAG,Paitab (1),1113,Jaghuri,??????,Ghazni,????,11
633,CSO and AIMS Villages,JAG-082,NA,0,GZN-JAG-082,251,Dari,1,2581.667969,33.14595,67.6139,GZN,JAG,Paitab (2),1113,Jaghuri,??????,Ghazni,????,11
634,CSO and AIMS Villages,JAG-083,NA,0,GZN-JAG-083,8,Dari,1,2336.666992,33.11679,67.45693,GZN,JAG,Qash (1),1113,Jaghuri,??????,Ghazni,????,11
635,CSO and AIMS Villages,JAG-084,NA,0,GZN-JAG-084,69,Dari,1,3098.004883,33.34673,67.66235,GZN,JAG,Qash (2),1113,Jaghuri,??????,Ghazni,????,11
636,CSO and AIMS Villages,JAG-085,NA,0,GZN-JAG-085,202,Dari,1,2731.989014,33.22022,67.48361,GZN,JAG,Qash (3),1113,Jaghuri,??????,Ghazni,????,11
637,CSO and AIMS Villages,JAG-086,NA,0,GZN-JAG-086,187,Dari,1,2986.235107,33.05687,67.60324,GZN,JAG,Qoul Baid (1),1113,Jaghuri,??????,Ghazni,????,11
638,CSO and AIMS Villages,JAG-087,NA,0,GZN-JAG-087,518,Dari,1,2654.595947,33.09917,67.52214,GZN,JAG,Qoul Baid (2),1113,Jaghuri,??????,Ghazni,????,11
639,CSO and AIMS Villages,JAG-088,NA,0,GZN-JAG-088,141,Dari,1,3128.335938,33.18846,67.41112,GZN,JAG,Safid Sang,1113,Jaghuri,??????,Ghazni,????,11
640,CSO and AIMS Villages,JAG-089,NA,0,GZN-JAG-089,302,Dari,1,2612.238037,33.05356,67.28344,GZN,JAG,Safid Sang,1113,Jaghuri,??????,Ghazni,????,11
641,CSO and AIMS Villages,JAG-090,NA,0,GZN-JAG-090,212,Dari,1,2515.218018,33.23027,67.49254,GZN,JAG,Sang Shanda (1),1113,Jaghuri,??????,Ghazni,????,11
642,CSO and AIMS Villages,JAG-091,NA,0,GZN-JAG-091,1164,Dari,1,2664.51001,33.03349,67.49047,GZN,JAG,Sang Shanda (2),1113,Jaghuri,??????,Ghazni,????,11
643,CSO and AIMS Villages,JAG-092,NA,0,GZN-JAG-092,84,Dari,1,2974.11792,33.25405,67.68628,GZN,JAG,Sang Sorakh (3),1113,Jaghuri,??????,Ghazni,????,11
644,CSO and AIMS Villages,JAG-093,NA,0,GZN-JAG-093,703,Dari,1,2393.216064,33.08797,67.37257,GZN,JAG,Sang Sorakh (4),1113,Jaghuri,??????,Ghazni,????,11
645,CSO and AIMS Villages,JAG-094,NA,0,GZN-JAG-094,137,Dari,1,2704.320068,33.05011,67.6425,GZN,JAG,Sar Ab (1),1113,Jaghuri,??????,Ghazni,????,11
646,CSO and AIMS Villages,JAG-095,NA,0,GZN-JAG-095,229,Dari,1,2613.314941,33.18971,67.56738,GZN,JAG,Sar Ab (2),1113,Jaghuri,??????,Ghazni,????,11
783,CSO and AIMS Villages,JAG-030,NA,0,GZN-JAG-030,192,Dari,1,2600.135986,33.35165,67.65582,GZN,JAG,Chambar (1),1113,Jaghuri,??????,Ghazni,????,11
784,CSO and AIMS Villages,JAG-031,NA,0,GZN-JAG-031,214,Dari,1,2720.02002,33.22504,67.34921,GZN,JAG,Chambar (2),1113,Jaghuri,??????,Ghazni,????,11
785,CSO and AIMS Villages,JAG-032,NA,0,GZN-JAG-032,753,Dari,1,2553.397949,33.19706,67.68954,GZN,JAG,Chambar (3),1113,Jaghuri,??????,Ghazni,????,11
786,CSO and AIMS Villages,JAG-033,NA,0,GZN-JAG-033,83,Dari,1,2604,33.03162,67.28037,GZN,JAG,Chehl Khana,1113,Jaghuri,??????,Ghazni,????,11
787,CSO and AIMS Villages,JAG-034,NA,0,GZN-JAG-034,263,Dari,1,2836.999023,33.03597,67.18116,GZN,JAG,Do Lana,1113,Jaghuri,??????,Ghazni,????,11
788,CSO and AIMS Villages,JAG-035,NA,0,GZN-JAG-035,336,Dari,1,2968.50293,33.08255,67.4695,GZN,JAG,Dolana,1113,Jaghuri,??????,Ghazni,????,11
789,CSO and AIMS Villages,JAG-036,NA,0,GZN-JAG-036,542,Dari,1,2462.485107,33.16927,67.54037,GZN,JAG,Gardan (1),1113,Jaghuri,??????,Ghazni,????,11
790,CSO and AIMS Villages,JAG-037,NA,0,GZN-JAG-037,665,Dari,1,3032.226074,32.98668,67.56321,GZN,JAG,Gardan (2),1113,Jaghuri,??????,Ghazni,????,11
791,CSO and AIMS Villages,JAG-038,NA,0,GZN-JAG-038,72,Dari,1,2802.788086,33.12533,67.28951,GZN,JAG,Gardo (1),1113,Jaghuri,??????,Ghazni,????,11
792,CSO and AIMS Villages,JAG-039,NA,0,GZN-JAG-039,210,Dari,1,2522.697021,33.06832,67.59421,GZN,JAG,Gardo (2),1113,Jaghuri,??????,Ghazni,????,11
793,CSO and AIMS Villages,JAG-040,NA,0,GZN-JAG-040,115,Dari,1,2878.397949,33.13536,67.61266,GZN,JAG,Ghara (1),1113,Jaghuri,??????,Ghazni,????,11
794,CSO and AIMS Villages,JAG-041,NA,0,GZN-JAG-041,385,Dari,1,2532.868896,33.32464,67.63322,GZN,JAG,Ghara (2),1113,Jaghuri,??????,Ghazni,????,11
795,CSO and AIMS Villages,JAG-042,NA,0,GZN-JAG-042,75,Dari,1,2962.888916,33.02863,67.29388,GZN,JAG,Giro (1),1113,Jaghuri,??????,Ghazni,????,11
796,CSO and AIMS Villages,JAG-043,NA,0,GZN-JAG-043,149,Dari,1,2570.064941,33.13813,67.62303,GZN,JAG,Giro (2),1113,Jaghuri,??????,Ghazni,????,11
797,CSO and AIMS Villages,JAG-044,NA,0,GZN-JAG-044,262,Dari,1,2277.873047,33.32407,67.52958,GZN,JAG,Giro (3),1113,Jaghuri,??????,Ghazni,????,11
798,CSO and AIMS Villages,JAG-045,NA,0,GZN-JAG-045,114,Dari,1,2715.639893,33.09513,67.48881,GZN,JAG,Gow Murda (1),1113,Jaghuri,??????,Ghazni,????,11
799,CSO and AIMS Villages,JAG-046,NA,0,GZN-JAG-046,127,Dari,1,3079.418945,33.01986,67.22586,GZN,JAG,Gow Murda (2),1113,Jaghuri,??????,Ghazni,????,11
800,CSO and AIMS Villages,JAG-047,NA,0,GZN-JAG-047,119,Dari,1,2643.204102,33.06628,67.28289,GZN,JAG,Jasha (1),1113,Jaghuri,??????,Ghazni,????,11
801,CSO and AIMS Villages,JAG-048,NA,0,GZN-JAG-048,214,Dari,1,2771.85498,33.12968,67.3045,GZN,JAG,Jasha (2),1113,Jaghuri,??????,Ghazni,????,11
802,CSO and AIMS Villages,JAG-049,NA,0,GZN-JAG-049,29,Dari,1,2530.356934,33.14066,67.50293,GZN,JAG,Karaiz (1),1113,Jaghuri,??????,Ghazni,????,11
803,CSO and AIMS Villages,JAG-050,NA,0,GZN-JAG-050,136,Dari,1,2891.159912,33.20946,67.67677,GZN,JAG,Karaiz (2),1113,Jaghuri,??????,Ghazni,????,11
